Time,Force_Foot1,Force_Foot2
2330,0,0
2340,0,0
2350,0,0
2360,0,0
2370,0,0
2380,0,0
2390,0,0
2400,0,0
2410,0,0
2420,0,4095
2430,0,4095
2440,0,4095
2450,0,4095
2460,0,4095
2470,0,4095
2480,0,4095
2490,0,4095
2500,0,4095
2510,0,4095
2520,0,4095
2530,0,0
2540,0,0
2550,0,0
2560,0,0
2570,0,0
2580,0,0
2590,0,0
2600,0,0
2610,0,0
2620,0,0
2630,0,0
2640,0,0
2650,0,0
2660,0,0
2670,0,0
2680,0,0
2690,0,0
2700,0,0
2710,0,0
2720,0,0
2730,0,0
2740,0,0
2750,0,0
2760,0,0
2770,0,0
2780,0,0
2790,0,0
2800,0,0
2810,0,0
2820,0,0
2830,0,0
2840,0,0
2850,0,0
2860,4095,0
2870,4095,0
2880,4095,0
2890,4095,0
2900,4095,0
2910,4095,0
2920,4095,0
2930,4095,0
2940,4095,0
2950,4095,0
2960,4095,0
2970,0,0
2980,0,0
2990,0,0
3000,0,0
3010,0,0
3020,0,0
3030,0,0
3040,0,0
3050,0,4095
3060,0,4095
3070,0,4095
3080,0,4095
3090,0,4095
3100,0,4095
3110,0,4095
3120,0,4095
3130,0,4095
3140,0,4095
3150,0,0
3160,0,0
3170,0,0
3180,0,0
3190,0,0
3200,0,0
3210,0,0
3220,0,0
3230,0,0
3240,0,0
3250,0,0
3260,0,0
3270,0,0
3280,0,0
3290,4095,0
3300,4095,0
3310,4095,0
3320,4095,0
3330,4095,0
3340,4095,0
3350,4095,0
3360,4095,0
3370,4095,0
3380,4095,0
3390,0,0
3400,0,0
3410,0,0
3420,0,0
3430,0,0
3440,0,0
3450,0,0
3460,0,0
3470,0,0
3480,0,0
3490,0,0
3500,0,0
3510,0,0
3520,0,0
3530,0,4095
3540,0,4095
3550,0,4095
3560,0,4095
3570,0,4095
3580,0,4095
3590,0,4095
3600,0,4095
3610,0,4095
3620,0,4095
3630,0,4095
3640,0,0
3650,0,0
3660,0,0
3670,0,0
3680,0,0
3690,0,0
3700,0,0
3710,0,0
3720,0,0
3730,0,0
3740,0,0
3750,0,0
3760,0,0
3770,0,0
3780,0,0
3790,0,0
3800,0,0
3810,0,0
3820,0,0
3830,0,0
3840,0,0
3850,0,0
3860,0,0
3870,0,0
3880,0,0
3890,0,0
3900,0,0
3910,0,0
3920,0,0
3930,0,0
3940,0,0
3950,0,0
3960,0,0
3970,4095,0
3980,4095,0
3990,4095,0
4000,4095,0
4010,4095,0
4020,4095,0
4030,4095,0
4040,4095,0
4050,4095,0
4060,4095,0
4070,4095,0
4080,0,0
4090,0,0
4100,0,0
4110,0,0
4120,0,0
4130,0,0
4140,0,0
4150,0,0
4160,0,4095
4170,0,4095
4180,0,4095
4190,0,4095
4200,0,4095
4210,0,4095
4220,0,4095
4230,0,4095
4240,0,4095
4250,0,4095
4260,0,0
4270,0,0
4280,0,0
4290,0,0
4300,0,0
4310,0,0
4320,0,0
4330,0,0
4340,0,0
4350,0,0
4360,0,0
4370,0,0
4380,0,0
4390,0,0
4400,4095,0
4410,4095,0
4420,4095,0
4430,4095,0
4440,4095,0
4450,4095,0
4460,4095,0
4470,4095,0
4480,4095,0
4490,4095,0
4500,0,0
4510,0,0
4520,0,0
4530,0,0
4540,0,0
4550,0,0
4560,0,0
4570,0,0
4580,0,0
4590,0,0
4600,0,0
4610,0,0
4620,0,0
4630,0,0
4640,0,4095
4650,0,4095
4660,0,4095
4670,0,4095
4680,0,4095
4690,0,4095
4700,0,4095
4710,0,4095
4720,0,4095
4730,0,4095
4740,0,4095
4750,0,0
4760,0,0
4770,0,0
4780,0,0
4790,0,0
4800,0,0
4810,0,0
4820,0,0
4830,0,0
4840,0,0
4850,0,0
4860,0,0
4870,0,0
4880,0,0
4890,0,0
4900,0,0
4910,0,0
4920,0,0
4930,0,0
4940,0,0
4950,0,0
4960,0,0
4970,0,0
4980,0,0
4990,0,0
5000,0,0
5010,0,0
5020,0,0
5030,0,0
5040,0,0
5050,0,0
5060,0,0
5070,0,0
5080,4095,0
5090,4095,0
5100,4095,0
5110,4095,0
5120,4095,0
5130,4095,0
5140,4095,0
5150,4095,0
5160,4095,0
5170,4095,0
5180,4095,0
5190,0,0
5200,0,0
5210,0,0
5220,0,0
5230,0,0
5240,0,0
5250,0,0
5260,0,0
5270,0,4095
5280,0,4095
5290,0,4095
5300,0,4095
5310,0,4095
5320,0,4095
5330,0,4095
5340,0,4095
5350,0,4095
5360,0,4095
5370,0,0
5380,0,0
5390,0,0
5400,0,0
5410,0,0
5420,0,0
5430,0,0
5440,0,0
5450,0,0
5460,0,0
5470,0,0
5480,0,0
5490,0,0
5500,0,0
5510,4095,0
5520,4095,0
5530,4095,0
5540,4095,0
5550,4095,0
5560,4095,0
5570,4095,0
5580,4095,0
5590,4095,0
5600,4095,0
5610,0,0
5620,0,0
5630,0,0
5640,0,0
5650,0,0
5660,0,0
5670,0,0
5680,0,0
5690,0,0
5700,0,0
5710,0,0
5720,0,0
5730,0,0
5740,0,0
5750,0,4095
5760,0,4095
5770,0,4095
5780,0,4095
5790,0,4095
5800,0,4095
5810,0,4095
5820,0,4095
5830,0,4095
5840,0,4095
5850,0,4095
5860,0,0
5870,0,0
5880,0,0
5890,0,0
5900,0,0
5910,0,0
5920,0,0
5930,0,0
5940,0,0
5950,0,0
5960,0,0
5970,0,0
5980,0,0
5990,0,0
6000,0,0
6010,0,0
6020,0,0
6030,0,0
6040,0,0
6050,0,0
6060,0,0
6070,0,0
6080,0,0
6090,0,0
6100,0,0
6110,0,0
6120,0,0
6130,0,0
6140,0,0
6150,0,0
6160,0,0
6170,0,0
6180,0,0
6190,4095,0
6200,4095,0
6210,4095,0
6220,4095,0
6230,4095,0
6240,4095,0
6250,4095,0
6260,4095,0
6270,4095,0
6280,4095,0
6290,4095,0
6300,0,0
6310,0,0
6320,0,0
6330,0,0
6340,0,0
6350,0,0
6360,0,0
6370,0,0
6380,0,4095
6390,0,4095
6400,0,4095
6410,0,4095
6420,0,4095
6430,0,4095
6440,0,4095
6450,0,4095
6460,0,4095
6470,0,4095
6480,0,0
6490,0,0
6500,0,0
6510,0,0
6520,0,0
6530,0,0
6540,0,0
6550,0,0
6560,0,0
6570,0,0
6580,0,0
6590,0,0
6600,0,0
6610,0,0
6620,4095,0
6630,4095,0
6640,4095,0
6650,4095,0
6660,4095,0
6670,4095,0
6680,4095,0
6690,4095,0
6700,4095,0
6710,4095,0
6720,0,0
6730,0,0
6740,0,0
6750,0,0
6760,0,0
6770,0,0
6780,0,0
6790,0,0
6800,0,0
6810,0,0
6820,0,0
6830,0,0
6840,0,0
6850,0,0
6860,0,4095
6870,0,4095
6880,0,4095
6890,0,4095
6900,0,4095
6910,0,4095
6920,0,4095
6930,0,4095
6940,0,4095
6950,0,4095
6960,0,4095
6970,0,0
6980,0,0
6990,0,0
7000,0,0
7010,0,0
7020,0,0
7030,0,0
7040,0,0
7050,0,0
7060,0,0
7070,0,0
7080,0,0
7090,0,0
7100,0,0
7110,0,0
7120,0,0
7130,0,0
7140,0,0
7150,0,0
7160,0,0
7170,0,0
7180,0,0
7190,0,0
7200,0,0
7210,0,0
7220,0,0
7230,0,0
7240,0,0
7250,0,0
7260,0,0
7270,0,0
7280,0,0
7290,0,0
7300,4095,0
7310,4095,0
7320,4095,0
7330,4095,0
7340,4095,0
7350,4095,0
7360,4095,0
7370,4095,0
7380,4095,0
7390,4095,0
7400,4095,0
7410,0,0
7420,0,0
7430,0,0
7440,0,0
7450,0,0
7460,0,0
7470,0,0
7480,0,0
7490,0,4095
7500,0,4095
7510,0,4095
7520,0,4095
7530,0,4095
7540,0,4095
7550,0,4095
7560,0,4095
7570,0,4095
7580,0,4095
7590,0,0
7600,0,0
7610,0,0
7620,0,0
7630,0,0
7640,0,0
7650,0,0
7660,0,0
7670,0,0
7680,0,0
7690,0,0
7700,0,0
7710,0,0
7720,0,0
7730,4095,0
7740,4095,0
7750,4095,0
7760,4095,0
7770,4095,0
7780,4095,0
7790,4095,0
7800,4095,0
7810,4095,0
7820,4095,0
7830,0,0
7840,0,0
7850,0,0
7860,0,0
7870,0,0
7880,0,0
7890,0,0
7900,0,0
7910,0,0
7920,0,0
7930,0,0
7940,0,0
7950,0,0
7960,0,0
7970,0,4095
7980,0,4095
7990,0,4095
8000,0,4095
8010,0,4095
8020,0,4095
8030,0,4095
8040,0,4095
8050,0,4095
8060,0,4095
8070,0,4095
8080,0,0
8090,0,0
8100,0,0
8110,0,0
8120,0,0
8130,0,0
8140,0,0
8150,0,0
8160,0,0
8170,0,0
8180,0,0
8190,0,0
8200,0,0
8210,0,0
8220,0,0
8230,0,0
8240,0,0
8250,0,0
8260,0,0
8270,0,0
8280,0,0
8290,0,0
8300,0,0
8310,0,0
8320,0,0
8330,0,0
8340,0,0
8350,0,0
8360,0,0
8370,0,0
8380,0,0
8390,0,0
8400,0,0
8410,4095,0
8420,4095,0
8430,4095,0
8440,4095,0
8450,4095,0
8460,4095,0
8470,4095,0
8480,4095,0
8490,4095,0
8500,4095,0
8510,4095,0
8520,0,0
8530,0,0
8540,0,0
8550,0,0
8560,0,0
8570,0,0
8580,0,0
8590,0,0
8600,0,4095
8610,0,4095
8620,0,4095
8630,0,4095
8640,0,4095
8650,0,4095
8660,0,4095
8670,0,4095
8680,0,4095
8690,0,4095
8700,0,0
8710,0,0
8720,0,0
8730,0,0
8740,0,0
8750,0,0
8760,0,0
8770,0,0
8780,0,0
8790,0,0
8800,0,0
8810,0,0
8820,0,0
8830,0,0
8840,4095,0
8850,4095,0
8860,4095,0
8870,4095,0
8880,4095,0
8890,4095,0
8900,4095,0
8910,4095,0
8920,4095,0
8930,4095,0
8940,0,0
8950,0,0
8960,0,0
8970,0,0
8980,0,0
8990,0,0
9000,0,0
9010,0,0
9020,0,0
9030,0,0
9040,0,0
9050,0,0
9060,0,0
9070,0,0
9080,0,4095
9090,0,4095
9100,0,4095
9110,0,4095
9120,0,4095
9130,0,4095
9140,0,4095
9150,0,4095
9160,0,4095
9170,0,4095
9180,0,4095
9190,0,0
9200,0,0
9210,0,0
9220,0,0
9230,0,0
9240,0,0
9250,0,0
9260,0,0
9270,0,0
9280,0,0
9290,0,0
9300,0,0
9310,0,0
9320,0,0
9330,0,0
9340,0,0
9350,0,0
9360,0,0
9370,0,0
9380,0,0
9390,0,0
9400,0,0
9410,0,0
9420,0,0
9430,0,0
9440,0,0
9450,0,0
9460,0,0
9470,0,0
9480,0,0
9490,0,0
9500,0,0
9510,0,0
9520,4095,0
9530,4095,0
9540,4095,0
9550,4095,0
9560,4095,0
9570,4095,0
9580,4095,0
9590,4095,0
9600,4095,0
9610,4095,0
9620,4095,0
9630,0,0
9640,0,0
9650,0,0
9660,0,0
9670,0,0
9680,0,0
9690,0,0
9700,0,0
9710,0,4095
9720,0,4095
9730,0,4095
9740,0,4095
9750,0,4095
9760,0,4095
9770,0,4095
9780,0,4095
9790,0,4095
9800,0,4095
9810,0,0
9820,0,0
9830,0,0
9840,0,0
9850,0,0
9860,0,0
9870,0,0
9880,0,0
9890,0,0
9900,0,0
9910,0,0
9920,0,0
9930,0,0
9940,0,0
9950,4095,0
9960,4095,0
9970,4095,0
9980,4095,0
9990,4095,0
10000,4095,0
10010,4095,0
10020,4095,0
10030,4095,0
10040,4095,0
10050,0,0
10060,0,0
10070,0,0
10080,0,0
10090,0,0
10100,0,0
10110,0,0
10120,0,0
10130,0,0
10140,0,0
10150,0,0
10160,0,0
10170,0,0
10180,0,0
10190,0,4095
10200,0,4095
10210,0,4095
10220,0,4095
10230,0,4095
10240,0,4095
10250,0,4095
10260,0,4095
10270,0,4095
10280,0,4095
10290,0,4095
10300,0,0
10310,0,0
10320,0,0
10330,0,0
10340,0,0
10350,0,0
10360,0,0
10370,0,0
10380,0,0
10390,0,0
10400,0,0
10410,0,0
10420,0,0
10430,0,0
10440,0,0
10450,0,0
10460,0,0
10470,0,0
10480,0,0
10490,0,0
10500,0,0
10510,0,0
10520,0,0
10530,0,0
10540,0,0
10550,0,0
10560,0,0
10570,0,0
10580,0,0
10590,0,0
10600,0,0
10610,0,0
10620,0,0
10630,4095,0
10640,4095,0
10650,4095,0
10660,4095,0
10670,4095,0
10680,4095,0
10690,4095,0
10700,4095,0
10710,4095,0
10720,4095,0
10730,4095,0
10740,0,0
10750,0,0
10760,0,0
10770,0,0
10780,0,0
10790,0,0
10800,0,0
10810,0,0
10820,0,4095
10830,0,4095
10840,0,4095
10850,0,4095
10860,0,4095
10870,0,4095
10880,0,4095
10890,0,4095
10900,0,4095
10910,0,4095
10920,0,0
10930,0,0
10940,0,0
10950,0,0
10960,0,0
10970,0,0
10980,0,0
10990,0,0
11000,0,0
11010,0,0
11020,0,0
11030,0,0
11040,0,0
11050,0,0
11060,4095,0
11070,4095,0
11080,4095,0
11090,4095,0
11100,4095,0
11110,4095,0
11120,4095,0
11130,4095,0
11140,4095,0
11150,4095,0
11160,0,0
11170,0,0
11180,0,0
11190,0,0
11200,0,0
11210,0,0
11220,0,0
11230,0,0
11240,0,0
11250,0,0
11260,0,0
11270,0,0
11280,0,0
11290,0,0
11300,0,4095
11310,0,4095
11320,0,4095
11330,0,4095
11340,0,4095
11350,0,4095
11360,0,4095
11370,0,4095
11380,0,4095
11390,0,4095
11400,0,4095
11410,0,0
11420,0,0
11430,0,0
11440,0,0
11450,0,0
11460,0,0
11470,0,0
11480,0,0
11490,0,0
11500,0,0
11510,0,0
11520,0,0
11530,0,0
11540,0,0
11550,0,0
11560,0,0
11570,0,0
11580,0,0
11590,0,0
11600,0,0
11610,0,0
11620,0,0
11630,0,0
11640,0,0
11650,0,0
11660,0,0
11670,0,0
11680,0,0
11690,0,0
11700,0,0
11710,0,0
11720,0,0
11730,0,0
11740,4095,0
11750,4095,0
11760,4095,0
11770,4095,0
11780,4095,0
11790,4095,0
11800,4095,0
11810,4095,0
11820,4095,0
11830,4095,0
11840,4095,0
11850,0,0
11860,0,0
11870,0,0
11880,0,0
11890,0,0
11900,0,0
11910,0,0
11920,0,0
11930,0,4095
11940,0,4095
11950,0,4095
11960,0,4095
11970,0,4095
11980,0,4095
11990,0,4095
12000,0,4095
12010,0,4095
12020,0,4095
12030,0,0
12040,0,0
12050,0,0
12060,0,0
12070,0,0
12080,0,0
12090,0,0
12100,0,0
12110,0,0
12120,0,0
12130,0,0
12140,0,0
12150,0,0
12160,0,0
12170,4095,0
12180,4095,0
12190,4095,0
12200,4095,0
12210,4095,0
12220,4095,0
12230,4095,0
12240,4095,0
12250,4095,0
12260,4095,0
12270,0,0
12280,0,0
12290,0,0
12300,0,0
12310,0,0
12320,0,0
12330,0,0
12340,0,0
12350,0,0
12360,0,0
12370,0,0
12380,0,0
12390,0,0
12400,0,0
12410,0,4095
12420,0,4095
12430,0,4095
12440,0,4095
12450,0,4095
12460,0,4095
12470,0,4095
12480,0,4095
12490,0,4095
12500,0,4095
12510,0,4095
12520,0,0
12530,0,0
12540,0,0
12550,0,0
12560,0,0
12570,0,0
12580,0,0
12590,0,0
12600,0,0
12610,0,0
12620,0,0
12630,0,0
12640,0,0
12650,0,0
12660,0,0
12670,0,0
12680,0,0
12690,0,0
12700,0,0
12710,0,0
12720,0,0
12730,0,0
12740,0,0
12750,0,0
12760,0,0
12770,0,0
12780,0,0
12790,0,0
12800,0,0
12810,0,0
12820,0,0
12830,0,0
12840,0,0
12850,4095,0
12860,4095,0
12870,4095,0
12880,4095,0
12890,4095,0
12900,4095,0
12910,4095,0
12920,4095,0
12930,4095,0
12940,4095,0
12950,4095,0
12960,0,0
12970,0,0
12980,0,0
12990,0,0
13000,0,0
13010,0,0
13020,0,4095
13030,0,4095
13040,0,4095
13050,0,4095
13060,0,4095
13070,0,4095
13080,0,4095
13090,0,4095
13100,0,4095
13110,0,4095
13120,0,0
13130,0,0
13140,0,0
13150,0,0
13160,0,0
13170,0,0
13180,0,0
13190,0,0
13200,0,0
13210,0,0
13220,0,0
13230,0,0
13240,0,0
13250,0,0
13260,0,0
13270,0,0
13280,0,0
13290,0,0
13300,0,0
13310,0,0
13320,4095,0
13330,4095,0
13340,4095,0
13350,4095,0
13360,4095,0
13370,4095,0
13380,4095,0
13390,4095,0
13400,4095,0
13410,4095,0
13420,0,0
13430,0,0
13440,0,0
13450,0,0
13460,0,0
13470,0,0
13480,0,0
13490,0,0
13500,0,0
13510,0,0
13520,0,0
13530,0,0
13540,0,0
13550,0,0
13560,0,0
13570,0,0
13580,0,0
13590,0,0
13600,0,0
13610,0,0
13620,0,4095
13630,0,4095
13640,0,4095
13650,0,4095
13660,0,4095
13670,0,4095
13680,0,4095
13690,0,4095
13700,0,4095
13710,0,4095
13720,0,0
13730,0,0
13740,0,0
13750,0,0
13760,0,0
13770,0,0
13780,0,0
13790,0,0
13800,0,0
13810,0,0
13820,0,0
13830,0,0
13840,0,0
13850,0,0
13860,0,0
13870,0,0
13880,0,0
13890,0,0
13900,0,0
13910,0,0
13920,4095,0
13930,4095,0
13940,4095,0
13950,4095,0
13960,4095,0
13970,4095,0
13980,4095,0
13990,4095,0
14000,4095,0
14010,4095,0
14020,0,0
14030,0,0
14040,0,0
14050,0,0
14060,0,0
14070,0,0
14080,0,0
14090,0,0
14100,0,0
14110,0,0
14120,0,0
14130,0,0
14140,0,0
14150,0,0
14160,0,0
14170,0,0
14180,0,0
14190,0,0
14200,0,0
14210,0,0
14220,0,4095
14230,0,4095
14240,0,4095
14250,0,4095
14260,0,4095
14270,0,4095
14280,0,4095
14290,0,4095
14300,0,4095
14310,0,4095
14320,0,0
14330,0,0
14340,0,0
14350,0,0
14360,0,0
14370,0,0
14380,0,0
14390,0,0
14400,0,0
14410,0,0
14420,0,0
14430,0,0
14440,0,0
14450,0,0
14460,0,0
14470,0,0
14480,0,0
14490,0,0
14500,0,0
14510,0,0
14520,4095,0
14530,4095,0
14540,4095,0
14550,4095,0
14560,4095,0
14570,4095,0
14580,4095,0
14590,4095,0
14600,4095,0
14610,4095,0
14620,0,0
14630,0,0
14640,0,0
14650,0,0
14660,0,0
14670,0,0
